Model,Sentence,Target,Sentiment,published_time
TSC,"In April, Iran announced that its engineers had created advanced radar technologies to not only detect F-35s, but identify the radar signature of individual F-35 planes, enabling the Islamic Republic to plan defensive operations accordingly.",UN,neutral,2023-09-21
TSC,Experts said the incident shows the US has been unable to take seriously and overcome major issues affecting public safety and the environment and ecology in the country.,US,negative,2023-09-15
TSC,Experts said the incident shows the US has been unable to take seriously and overcome major issues affecting public safety and the environment and ecology in the country.,UN,positive,2023-09-15
TSC,The incident happened on Union Pacific Railroad tracks in the city of North Platte.,UN,neutral,2023-09-15
TSC,"North Platte Volunteer Fire Department announced that they would order those living in the area to evacuate due to the toxic smoke from the railroad, according to media reports.",UN,neutral,2023-09-15
TSC,"""In a statement to DailyMail.com, Union Pacific Railroad said that an explosion occurred inside a container which resulted in several railcars catching fire.",UN,neutral,2023-09-15
TSC,"Union Pacific said that one of the containers contained a hazardous chemical called perchloric acid, according to Daily Mail.",US,neutral,2023-09-15
TSC,"Union Pacific said that one of the containers contained a hazardous chemical called perchloric acid, according to Daily Mail.",UN,neutral,2023-09-15
TSC,"Perchloric is a hazardous material used in food, drugs and biocidal products, as well as explosives, according to the report.",US,neutral,2023-09-15
TSC,"Two months ago, a fire at a Louisiana chemical plant triggered explosions that shook homes several miles away and sent flames and smoke billowing into the air in mid-July, prompting emergency officials to urge a few hundred nearby residents to shelter indoors for several hours and to turn off their air conditioners, the Associated Press reported.",UN,neutral,2023-09-15
TSC,"Another was a flawed system of governance in the US transport industry, experts noted.",US,neutral,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",US,negative,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",China,neutral,2023-09-15
TSC,"There is no doubt that the US has serious loopholes in the transportation management of hazardous substances, and the relevant error correction mechanism is in fact not effective, which means that this kind of thing will occur in the future, Li Haidong, a professor at the China Foreign Affairs University, told the Global Times on Friday.",UN,neutral,2023-09-15
TSC,"This shows that the US has been unable to take seriously and overcome serious and major issues affecting public safety and the environment and ecology in the country, Li said.",US,negative,2023-09-15
TSC,"This shows that the US has been unable to take seriously and overcome serious and major issues affecting public safety and the environment and ecology in the country, Li said.",UN,positive,2023-09-15
TSC,"""It must be said that this is a great irony to the self-proclaimed internal governance of the most advanced country in the world.",US,neutral,2023-09-15
TSC,"""It must be said that this is a great irony to the self-proclaimed internal governance of the most advanced country in the world.",UN,neutral,2023-09-15
TSC,"""Analysts said that the frequent occurrence of similar incidents shows that the error correction mechanism in the US has failed.",US,neutral,2023-09-15
TSC,"Apart from this, racism and the proliferation of guns are also clear examples of the failure of error correction mechanisms, experts noted.",UN,negative,2023-09-15
TSC," 

A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West,neutral,2023-09-14
TSC," 

A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West Bank,neutral,2023-09-14
TSC,Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.(Photo: Xinhua) 



",UN,neutral,2023-09-14
TSC,"A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West,neutral,2023-09-14
TSC,"A rescuer of a Palestinian rescue team prepares before departing for Libya, in the West Bank city of Ramallah, on Sept. 13, 2023.",West Bank,neutral,2023-09-14
TSC,Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.(Photo:",UN,neutral,2023-09-14
TSC,Xinhua) Palestine on Wednesday sent a rescue team to eastern Libya where was struck by devastating floods.,Palestine,neutral,2023-09-14
TSC,"According to official data, at least 5,300 people are feared dead and over 10,000 more missing after the floods, which were triggered by Mediterranean storm Daniel and hit eastern Libya on Sunday.",UN,neutral,2023-09-14
TSC," 

Displaced Palestinian children wait to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",Palestine,neutral,2023-09-14
TSC," 

Displaced Palestinian children wait to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",UN,neutral,2023-09-14
TSC,"The latest round of armed clashes between members of the Fatah Movement and Islamic militants in the Ain Al-Helweh Palestinian refugee camp broke out last Thursday evening and intensified in the following days.(Photo: Xinhua) 



 



Palestinians from Ain Al-Helweh camp prepare to move from a shelter in Sidon to a center of the United Nations Relief and Works Agency for Palestine Refugees (UNRWA) in Mount Lebanon Governorate, Lebaon, Sept. 12, 2023.",UN,neutral,2023-09-14
TSC,The latest round of armed clashes between members of the Fatah Movement and Islamic militants in the Ain Al-Helweh Palestinian refugee camp broke out last Thursday evening and intensified in the following days(Photo: Xinhua),UN,neutral,2023-09-14
TSC,"Chongqing, Sichuan, Shandong… Stelios Virvidakis expectantly plans his next China tour before a visit by the Global Times at his office in Athens, Greece. ",China,neutral,2023-09-14
TSC,The University of Athens professor has grown far busier recently since he and four other Greek scholars launched the Center of Chinese and Greek Ancient Civilizations in February.,US,neutral,2023-09-14
TSC,The University of Athens professor has grown far busier recently since he and four other Greek scholars launched the Center of Chinese and Greek Ancient Civilizations in February.,UN,neutral,2023-09-14
TSC,"Over the summer, the center has received two scholars from China who have given lectures on the history of China, and other visiting guests from places like Israel, who offered their views on Chinese medicine and its history, and a lecturer from France with insights in Chinese mathematics and how scholars in ancient China studied the living science.",Israel,neutral,2023-09-14
TSC,"Over the summer, the center has received two scholars from China who have given lectures on the history of China, and other visiting guests from places like Israel, who offered their views on Chinese medicine and its history, and a lecturer from France with insights in Chinese mathematics and how scholars in ancient China studied the living science.",China,neutral,2023-09-14
TSC,"""Students found them to be very interesting and greatly appreciated the lectures,"" Virvidakis told the Global Times.",UN,positive,2023-09-14
TSC,"""Greece and China share so many similarities.",China,neutral,2023-09-14
TSC,"""Mutual learning Chinese President Xi Jinping replied to a letter from Virvidakis and four other Greek scholars earlier in 2023, extending congratulations over the founding of the Center of Chinese and Greek Ancient Civilizations.",UN,neutral,2023-09-14
TSC,"""Mutual learning Chinese President Xi Jinping replied to a letter from Virvidakis and four other Greek scholars earlier in 2023, extending congratulations over the founding of the Center of Chinese and Greek Ancient Civilizations.",Xi Jinping,positive,2023-09-14
TSC,"Hailing the long history of the Chinese civilization and profound influence of the ancient Greek civilization, Xi said in the letter that more than 2,000 years ago, the two civilizations shone brightly on the two ends of the Eurasian continent, jointly making a fundamental contribution to the evolution of human civilization.",UN,positive,2023-09-14
TSC,"Hailing the long history of the Chinese civilization and profound influence of the ancient Greek civilization, Xi said in the letter that more than 2,000 years ago, the two civilizations shone brightly on the two ends of the Eurasian continent, jointly making a fundamental contribution to the evolution of human civilization.",EU,neutral,2023-09-14
TSC,"The era coincided with a period in China in which ""a hundred schools of thought contended with each other"" and flourished together.",China,neutral,2023-09-14
TSC,"The era coincided with a period in China in which ""a hundred schools of thought contended with each other"" and flourished together.",UN,positive,2023-09-14
TSC,"As early as the 4th century BC, China was known to the Greeks by a beautiful name:",China,positive,2023-09-14
TSC,"In the 16th century, Euclid's Elements was introduced into China, paving the way for scientific exchanges between China and the West.",China,neutral,2023-09-14
TSC,"In the 16th century, Euclid's Elements was introduced into China, paving the way for scientific exchanges between China and the West.",West,neutral,2023-09-14
TSC,"In the 16th century, Euclid's Elements was introduced into China, paving the way for scientific exchanges between China and the West.",EU,positive,2023-09-14
TSC,The story of Prometheus narrated by Aeschylus was an inspiration to many Chinese revolutionaries.,US,neutral,2023-09-14
TSC,The story of Prometheus narrated by Aeschylus was an inspiration to many Chinese revolutionaries.,EU,neutral,2023-09-14
TSC,The Republic by Plato and Politics by Aristotle are also among the Greek classics known to have long made a name for themselves in China.,China,neutral,2023-09-14
TSC,"However, Chinese art, Chinese painting, Chinese poetry, especially love poems, even detective stories about China, are incredibly fascinating.",China,neutral,2023-09-14
TSC,Greek archaeologists who are interested in Chinese archeology want to know how China explores the past.,China,neutral,2023-09-14
TSC,"You have Chinese opera with music.""",US,neutral,2023-09-14
TSC,"Actors and artists always want to study similarities and look at the differences, which is also the commitment of the center to promoting exchanges and mutual learning between the two civilizations and promoting the development of civilizations in various countries. ",US,positive,2023-09-14
TSC,"Actors and artists always want to study similarities and look at the differences, which is also the commitment of the center to promoting exchanges and mutual learning between the two civilizations and promoting the development of civilizations in various countries. ",UN,positive,2023-09-14
TSC,"China also has this appeal because people in the West think ""it's very different, it's exotic, something strange, but then they realize that it's beautiful for them.""",US,neutral,2023-09-14
TSC,"China also has this appeal because people in the West think ""it's very different, it's exotic, something strange, but then they realize that it's beautiful for them.""",China,positive,2023-09-14
TSC,"China also has this appeal because people in the West think ""it's very different, it's exotic, something strange, but then they realize that it's beautiful for them.""",West,neutral,2023-09-14
TSC,"So ""they find a lot of aspects that they have not thought about before in order to understand.",UN,neutral,2023-09-14
TSC,"""

Tiantan, a UNESCO World Heritage Site built in 1420, in Beijing Photo: VCGPhilosophy, a way of life There is a feeling among some people in the West that the Chinese system is different in some ways, said the professor.",West,neutral,2023-09-14
TSC,"""

Tiantan, a UNESCO World Heritage Site built in 1420, in Beijing Photo: VCGPhilosophy, a way of life There is a feeling among some people in the West that the Chinese system is different in some ways, said the professor.",UN,neutral,2023-09-14
TSC,"For instance,the European and American systems place great emphasis on individual rights, but China takes a more holistic approach in which ""harmony, social harmony is more important in sovereign.",China,positive,2023-09-14
TSC,"For instance,the European and American systems place great emphasis on individual rights, but China takes a more holistic approach in which ""harmony, social harmony is more important in sovereign.",EU,positive,2023-09-14
TSC,"As I said, I don't think there is any danger of Greece threatening China or China occupying Greece.",China,neutral,2023-09-14
TSC,"""In February, Virvidakis held a lecture at the center's launching ceremony, titled Philosophy is a Way of Life.",UN,neutral,2023-09-14
TSC,"Philosophy is not just theory, he said, noting that in ancient Greece and China it didn't mean just making theories about the universe, nature, god, or much of the unknown world.",US,neutral,2023-09-14
TSC,"Philosophy is not just theory, he said, noting that in ancient Greece and China it didn't mean just making theories about the universe, nature, god, or much of the unknown world.",China,neutral,2023-09-14
TSC,"Philosophy is not just theory, he said, noting that in ancient Greece and China it didn't mean just making theories about the universe, nature, god, or much of the unknown world.",UN,neutral,2023-09-14
TSC,""" Western philosophy cannot be understood just by itself as there are also Chinese and Indian schools of philosophy among others.",US,neutral,2023-09-14
TSC,""" Western philosophy cannot be understood just by itself as there are also Chinese and Indian schools of philosophy among others.",West,neutral,2023-09-14
TSC,""" Western philosophy cannot be understood just by itself as there are also Chinese and Indian schools of philosophy among others.",UN,negative,2023-09-14
TSC,"""It is easier to see some similarities in ideas between Confucius and Socrates or Confucius and Aristotle,"" said Virvidakis, explaining why he is so fond of Chinese philosophy, especially Confucius thought. ",US,neutral,2023-09-14
TSC,Modern people don't just derive happiness from materialism.,US,neutral,2023-09-14
TSC,"Virvidakis said that one of the most important reasons for his involving in such studies and exchanges was because ""I'm interested and I want to learn more.",US,positive,2023-09-14
TSC," Musicians perform during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",Israel,neutral,2023-09-29
TSC," Musicians perform during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",US,neutral,2023-09-29
TSC," Musicians perform during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",China,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC,"(Xinhua/Chen Junqing) Actors perform at a gala celebrating the Mid-Autumn Festival in Hanoi, Vietnam, Sept. 20, 2023.",UN,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC,"(Xinhua/Hu Jiali) People taste mooncakes during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",Israel,neutral,2023-09-29
TSC,"(Xinhua/Hu Jiali) People taste mooncakes during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",China,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC,(Xinhua/Chen Junqing) ,UN,neutral,2023-09-29
TSC,"A woman takes photos of mooncakes during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",Israel,neutral,2023-09-29
TSC,"A woman takes photos of mooncakes during a Mid-Autumn Festival themed event at the China Cultural Center in Tel Aviv, Israel, Sept. 27, 2023.",China,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC,(Xinhua/Chen Junqing) ,UN,neutral,2023-09-29
TSC,"A person practices Chinese calligraphy during an event celebrating the Mid-Autumn Festival held by the Confucius Institute at the University of Latvia in Riga, Latvia, Sept. 25, 2023.",US,neutral,2023-09-29
TSC,"A person practices Chinese calligraphy during an event celebrating the Mid-Autumn Festival held by the Confucius Institute at the University of Latvia in Riga, Latvia, Sept. 25, 2023.",UN,neutral,2023-09-29
TSC,Various celebrations are held across the world with the approaching of Mid-Autumn Festival.,US,neutral,2023-09-29
TSC," 

Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi speaks during a joint press conference at the Palestinian foreign ministry headquarters in the West Bank city of Ramallah, on Sept. 26, 2023.(Photo: Xinhua) 



 ",Palestine,neutral,2023-09-27
TSC," 

Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi speaks during a joint press conference at the Palestinian foreign ministry headquarters in the West Bank city of Ramallah, on Sept. 26, 2023.(Photo: Xinhua) 



 ",West,neutral,2023-09-27
TSC," 

Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi speaks during a joint press conference at the Palestinian foreign ministry headquarters in the West Bank city of Ramallah, on Sept. 26, 2023.(Photo: Xinhua) 



 ",West Bank,neutral,2023-09-27
TSC,"The first Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi arrived in the West Bank on Tuesday, the official Palestinian news agency WAFA reported.",Palestine,neutral,2023-09-27
TSC,"The first Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi arrived in the West Bank on Tuesday, the official Palestinian news agency WAFA reported.",West,neutral,2023-09-27
TSC,"The first Saudi ambassador to Palestine Naif bin Bandar Al-Sudairi arrived in the West Bank on Tuesday, the official Palestinian news agency WAFA reported.",West Bank,neutral,2023-09-27
TSC,"Leading an official delegation, Al-Sudairi, the non-resident ambassador to Palestine and non-resident consul general in Jerusalem, presented his credentials to Palestinian President Mahmoud Abbas at the presidency headquarters in Ramallah, it said.",Palestine,neutral,2023-09-27
TSC,"Leading an official delegation, Al-Sudairi, the non-resident ambassador to Palestine and non-resident consul general in Jerusalem, presented his credentials to Palestinian President Mahmoud Abbas at the presidency headquarters in Ramallah, it said.",US,neutral,2023-09-27
TSC,Al-Sudairi's arrival comes amid Israel's efforts to normalize relations with Saudi Arabia.,Israel,neutral,2023-09-27
TSC,Al-Sudairi's arrival comes amid Israel's efforts to normalize relations with Saudi Arabia.,Saudi Arabia,neutral,2023-09-27
TSC,"During their meeting, Abbas welcomed Al-Sudairi and said his visit to Palestine and his appointment as Saudi ambassador to the State of Palestine would contribute to ""strengthening the strong fraternal relations that bind the two countries and the two brotherly peoples.",Palestine,neutral,2023-09-27
TSC,"During their meeting, Abbas welcomed Al-Sudairi and said his visit to Palestine and his appointment as Saudi ambassador to the State of Palestine would contribute to ""strengthening the strong fraternal relations that bind the two countries and the two brotherly peoples.",UN,positive,2023-09-27
TSC,"""The Saudi ambassador said he hoped that his visit would be ""a successful beginning for strengthening relations in all fields,"" stressing his country's firm and supportive positions for the Palestinian people and their just cause.",US,positive,2023-09-27
TSC,"""The Saudi ambassador said he hoped that his visit would be ""a successful beginning for strengthening relations in all fields,"" stressing his country's firm and supportive positions for the Palestinian people and their just cause.",UN,positive,2023-09-27
TSC,"Earlier in the day, Al-Sudairi told reporters in a statement that ""the Arab Peace Initiative is the basic point in any upcoming agreement,"" after being asked about the fate of the initiative in the event of reaching a normalization deal between Saudi Arabia and Israel.",Israel,neutral,2023-09-27
TSC,"Earlier in the day, Al-Sudairi told reporters in a statement that ""the Arab Peace Initiative is the basic point in any upcoming agreement,"" after being asked about the fate of the initiative in the event of reaching a normalization deal between Saudi Arabia and Israel.",Saudi Arabia,neutral,2023-09-27
TSC,The Arab Peace Initiative was launched in 2002 after it was drafted by Saudi Arabia and adopted by the Arab League.,Saudi Arabia,neutral,2023-09-27
TSC,The Arab Peace Initiative was launched in 2002 after it was drafted by Saudi Arabia and adopted by the Arab League.,UN,neutral,2023-09-27
TSC,"The initiative calls for an end to the conflict between Israel and Palestine and the normalization of relations between Israel and Arab states, in exchange for an Israeli withdrawal from the areas it gained since 1967 and proper settlement to the issue of Palestinian refugees.",Israel,neutral,2023-09-27
TSC,"The initiative calls for an end to the conflict between Israel and Palestine and the normalization of relations between Israel and Arab states, in exchange for an Israeli withdrawal from the areas it gained since 1967 and proper settlement to the issue of Palestinian refugees.",Palestine,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",Israel,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",Gaza,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",US,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",West,neutral,2023-09-27
TSC,"The Palestinians demanded the establishment of an independent state alongside Israel in all of the Palestinian territories occupied by Israel in 1967, including the entire West Bank and the Gaza Strip, with East Jerusalem as its capital.",West Bank,neutral,2023-09-27
TSC,The Saudi ambassador also confirmed that his country intends to open a consulate in East Jerusalem soon.,US,neutral,2023-09-27
TSC,The Saudi ambassador also confirmed that his country intends to open a consulate in East Jerusalem soon.,UN,neutral,2023-09-27
TSC," The Chinese government released a white paper on Tuesday to introduce the theoretical base, practice and development of a global community of shared future, as by presenting China's vision of the course of human development, it counters the hegemonic thinking of certain countries that seek supremacy. ",China,positive,2023-09-26
TSC," The Chinese government released a white paper on Tuesday to introduce the theoretical base, practice and development of a global community of shared future, as by presenting China's vision of the course of human development, it counters the hegemonic thinking of certain countries that seek supremacy. ",UN,positive,2023-09-26
TSC,"The white paper, titled ""A Global Community of Shared Future: China's Proposals and Actions,"" introduced the background for China to raise the concept of a global community of shared future as the world is undergoing changes on a scale unseen in a century with various problems posing unprecedented challenges for human society.",US,positive,2023-09-26
TSC,"The white paper, titled ""A Global Community of Shared Future: China's Proposals and Actions,"" introduced the background for China to raise the concept of a global community of shared future as the world is undergoing changes on a scale unseen in a century with various problems posing unprecedented challenges for human society.",China,positive,2023-09-26
TSC,"The white paper, titled ""A Global Community of Shared Future: China's Proposals and Actions,"" introduced the background for China to raise the concept of a global community of shared future as the world is undergoing changes on a scale unseen in a century with various problems posing unprecedented challenges for human society.",UN,positive,2023-09-26
TSC,"But certain countries still cling to this mindset, blindly pursuing absolute security and monopolistic advantages, which will do nothing for their development in the long run but create a major threat to the world. ",UN,negative,2023-09-26
TSC,"It is increasingly obvious that the obsession with superior strength, and the zero-sum mentality are in conflict with the needs of our times, the white paper said, pointing out that the new era calls for new ideas. ",US,negative,2023-09-26
TSC,"To build a global community of shared future is to pursue openness, inclusiveness, mutual benefit, equity and justice, the white paper said.",US,positive,2023-09-26
TSC,"To build a global community of shared future is to pursue openness, inclusiveness, mutual benefit, equity and justice, the white paper said.",UN,positive,2023-09-26
TSC,"Instead, it is about countries with different social systems, ideologies, histories, shared rights, and shared responsibilities in global affairs. ",UN,positive,2023-09-26
TSC,The vision of a global community of shared future stands on the right side of history and on the side of human progress.,UN,positive,2023-09-26
TSC,"It has become the overall goal of China's major-country diplomacy in the new era, and a great banner that leads the trend of the times and the direction of human progress. ",China,positive,2023-09-26
TSC,"It has become the overall goal of China's major-country diplomacy in the new era, and a great banner that leads the trend of the times and the direction of human progress. ",UN,positive,2023-09-26
TSC,The concept of a global community of shared future has deep roots in China's profound cultural heritage and its unique experience of modernization.,China,positive,2023-09-26
TSC,The concept of a global community of shared future has deep roots in China's profound cultural heritage and its unique experience of modernization.,UN,positive,2023-09-26
TSC,"It carries forward the diplomatic traditions of China and draws on the outstanding achievements of all other civilizations, the white paper said.",China,positive,2023-09-26
TSC,"It also manifests China's time-honored historical traditions, distinct characteristics of the times, and a wealth of humanistic values.  ",China,positive,2023-09-26
TSC,"The white paper also pointed out the direction and plan to build a global community of shared future including pressing ahead with a new type of economic globalization in which countries need to pursue a policy of openness and explicitly oppose protectionism, the erection of fences and barriers, unilateral sanctions, and maximum-pressure tactics, so as to connect economies and jointly build an open world economy. ",UN,positive,2023-09-26
TSC,"Some countries are seeking to decouple from China, enclosing themselves in ""small yards, high fences,"" which will ultimately only backfire, the white paper said.",China,negative,2023-09-26
TSC,"Some countries are seeking to decouple from China, enclosing themselves in ""small yards, high fences,"" which will ultimately only backfire, the white paper said.",UN,neutral,2023-09-26
TSC,"Over the past decade, China has contributed its strength to building a global community of shared future with firm conviction and solid actions. ",China,positive,2023-09-26
TSC,"Over the past decade, China has contributed its strength to building a global community of shared future with firm conviction and solid actions. ",UN,positive,2023-09-26
TSC,"For instance, by July 2023, more than three-quarters of countries in the world and over 30 international organizations had signed agreements on Belt and Road cooperation with China.",China,neutral,2023-09-26
TSC,"For instance, by July 2023, more than three-quarters of countries in the world and over 30 international organizations had signed agreements on Belt and Road cooperation with China.",UN,neutral,2023-09-26
TSC,The BRI originated in China but the opportunities and achievements it creates belong to the whole world.,China,positive,2023-09-26
TSC,The BRI originated in China but the opportunities and achievements it creates belong to the whole world.,UN,positive,2023-09-26
TSC,"It's an initiative for economic cooperation, not for geopolitical or military alliances, and it's open and inclusive process that neither targets nor excludes any party, the white paper said. ",US,positive,2023-09-26
TSC,"Among those BRI projects, for example, the China-Laos Railway began operation on December 3, 2021, with 167 tunnels and 301 bridges built in 11 years along its total length of 1,035 kilometers.",China,neutral,2023-09-26
TSC,"Among those BRI projects, for example, the China-Laos Railway began operation on December 3, 2021, with 167 tunnels and 301 bridges built in 11 years along its total length of 1,035 kilometers.",UN,neutral,2023-09-26
TSC,"Besides the BRI, the Global Development Initiative, the Global Security Initiative and Global Civilization Initiative have evolved into a crucial cornerstone for building a global community of shared future, offering China's solutions to major challenges pertaining to peace and development for humanity. ",China,positive,2023-09-26
TSC,"Besides the BRI, the Global Development Initiative, the Global Security Initiative and Global Civilization Initiative have evolved into a crucial cornerstone for building a global community of shared future, offering China's solutions to major challenges pertaining to peace and development for humanity. ",UN,positive,2023-09-26
TSC,"Facing constant flare-ups of hotspot issues, China has been committed to fulfilling its role as a responsible major country, pushing for the resolution of international and regional flashpoints, such as the Korean Peninsula, Palestine, the Iranian nuclear issue, Syria and Afghanistan, the white paper said. ",Palestine,neutral,2023-09-26
TSC,"Facing constant flare-ups of hotspot issues, China has been committed to fulfilling its role as a responsible major country, pushing for the resolution of international and regional flashpoints, such as the Korean Peninsula, Palestine, the Iranian nuclear issue, Syria and Afghanistan, the white paper said. ",US,positive,2023-09-26
TSC,"Facing constant flare-ups of hotspot issues, China has been committed to fulfilling its role as a responsible major country, pushing for the resolution of international and regional flashpoints, such as the Korean Peninsula, Palestine, the Iranian nuclear issue, Syria and Afghanistan, the white paper said. ",China,positive,2023-09-26
TSC,"Facing constant flare-ups of hotspot issues, China has been committed to fulfilling its role as a responsible major country, pushing for the resolution of international and regional flashpoints, such as the Korean Peninsula, Palestine, the Iranian nuclear issue, Syria and Afghanistan, the white paper said. ",UN,positive,2023-09-26
TSC,"On the Ukraine issue, China has actively promoted talks for peace, put forth four points, four things that the international community should do together and three observations, and released China's position on the political settlement of the Ukraine crisis and has dispatched the special representative of the Chinese government on Eurasian affairs to engage in extensive interactions and exchanges with stakeholders on the political settlement of the Ukraine crisis. ",China,positive,2023-09-26
TSC,"On the Ukraine issue, China has actively promoted talks for peace, put forth four points, four things that the international community should do together and three observations, and released China's position on the political settlement of the Ukraine crisis and has dispatched the special representative of the Chinese government on Eurasian affairs to engage in extensive interactions and exchanges with stakeholders on the political settlement of the Ukraine crisis. ",UN,positive,2023-09-26
TSC,"On the Ukraine issue, China has actively promoted talks for peace, put forth four points, four things that the international community should do together and three observations, and released China's position on the political settlement of the Ukraine crisis and has dispatched the special representative of the Chinese government on Eurasian affairs to engage in extensive interactions and exchanges with stakeholders on the political settlement of the Ukraine crisis. ",EU,positive,2023-09-26
TSC,"Also, through the mediation of China, Saudi Arabia and Iran achieve historic reconciliation earlier this year, setting a fine example for countries in the region to resolve disputes and differences and achieve good neighborly relations through dialogue and consultation, and catalyzing a wave of reconciliation in the Middle East. ",China,positive,2023-09-26
TSC,"Also, through the mediation of China, Saudi Arabia and Iran achieve historic reconciliation earlier this year, setting a fine example for countries in the region to resolve disputes and differences and achieve good neighborly relations through dialogue and consultation, and catalyzing a wave of reconciliation in the Middle East. ",Saudi Arabia,positive,2023-09-26
TSC,"Also, through the mediation of China, Saudi Arabia and Iran achieve historic reconciliation earlier this year, setting a fine example for countries in the region to resolve disputes and differences and achieve good neighborly relations through dialogue and consultation, and catalyzing a wave of reconciliation in the Middle East. ",Middle East,positive,2023-09-26
TSC,"Also, through the mediation of China, Saudi Arabia and Iran achieve historic reconciliation earlier this year, setting a fine example for countries in the region to resolve disputes and differences and achieve good neighborly relations through dialogue and consultation, and catalyzing a wave of reconciliation in the Middle East. ",UN,positive,2023-09-26
TSC,"China has also proposed a range of regional and bilateral initiatives on building communities of shared future and working with stakeholders to build consensus and expand cooperation, there by playing a constructive role in promoting regional peace and development.",US,positive,2023-09-26
TSC,"China has also proposed a range of regional and bilateral initiatives on building communities of shared future and working with stakeholders to build consensus and expand cooperation, there by playing a constructive role in promoting regional peace and development.",China,positive,2023-09-26
TSC,"China has also proposed a range of regional and bilateral initiatives on building communities of shared future and working with stakeholders to build consensus and expand cooperation, there by playing a constructive role in promoting regional peace and development.",UN,positive,2023-09-26
TSC,"Over the past decade, the vision of a global community of shared future has gained broader support.",UN,positive,2023-09-26
TSC,"More countries and people have come to the understanding that this vision serves the common interests of humanity, represents popular calls for peace, justice and progress, and can create the greatest synergy among all nations for building a better world, the white paper said.",US,positive,2023-09-26
TSC,"More countries and people have come to the understanding that this vision serves the common interests of humanity, represents popular calls for peace, justice and progress, and can create the greatest synergy among all nations for building a better world, the white paper said.",UN,positive,2023-09-26
